"LOG:concept:name","LOG:lifecycle:model","LOG:source","LOG:Calculation Time (ms)","LOG:Num. States","LOG:Trace Fitness","LOG:Title of Visualization","LOG:Exit code of alignment for trace","LOG:Model move cost empty trace","LOG:Number of LPs solved","LOG:Queued States","LOG:Raw Fitness Cost","LOG:Move-Model Fitness","LOG:Pre-processing time (ms)","LOG:Move-Log Fitness","LOG:Trace Length","LOG:Approximate memory used (kb)","TRACE:concept:name","TRACE:LogType","TRACEAL:Raw Fitness Cost","TRACEAL:Calculation Time (ms)","TRACEAL:Num. States","TRACEAL:Move-Model Fitness","TRACEAL:Trace Fitness","TRACEAL:Pre-processing time (ms)","TRACEAL:Move-Log Fitness","TRACEAL:Trace Length","TRACEAL:Exit code of alignment for trace","TRACEAL:Approximate memory used (kb)","TRACEAL:Number of LPs solved","TRACEAL:Queued States","EVT:concept:name","EVT:time:timestamp","EVT:lifecycle:transition","EVT:elementId","EVT:processId","EVTAL:Transition","EVTAL:TransitionID","EVTAL:TransEvClass","EVTAL:Cost","EVTAL:Marking","EVTAL:ParikhVector","EVTAL:ActivityInstance",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do lab lectures","2022-12-14T14:08:55.614+01:00","complete","Activity_0iyipuc","Process_1pgml2g","do lab lectures","node e8f8bdbe-da7b-40b4-87a0-bff88b965f1b","do lab lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,6) (do theoretical lectures,5) (evaluate results,6) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,6) (test terminated,6)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","submit intermediate test","2022-12-14T14:08:58.614+01:00","complete","Activity_1vwi4lq","Process_1pgml2g","submit intermediate test","node f36122f4-c5d8-4229-baeb-5bd0f05c5616","submit intermediate test","0","[(,1)]","[(Course terminated,1) (do lab lectures,5) (do theoretical lectures,5) (evaluate results,6) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,6) (test terminated,6)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","test terminated","2022-12-14T14:08:59.614+01:00","complete","Event_0ygo8qn","Process_1pgml2g","test terminated","node 95365ff1-b34b-4935-956c-fd46da3e5004","test terminated","0","[(,1)]","[(Course terminated,1) (do lab lectures,5) (do theoretical lectures,5) (evaluate results,6) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,5) (test terminated,6)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","evaluate results","2022-12-14T14:09:01.870+01:00","complete","Activity_0ct8zpo","Process_1pgml2g","evaluate results","node 80d30cc1-bd75-4191-878e-561a440217da","evaluate results","0","[(,1)]","[(Course terminated,1) (do lab lectures,5) (do theoretical lectures,5) (evaluate results,6) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,5) (test terminated,5)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do theoretical lectures","2022-12-14T14:09:07.284+01:00","complete","Activity_1ijhrv3","Process_1pgml2g","do theoretical lectures","node 593592af-e89a-4ea2-b592-f55c1ee3d249","do theoretical lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,5) (do theoretical lectures,5) (evaluate results,5) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,5) (test terminated,5)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do lab lectures","2022-12-14T14:09:10.284+01:00","complete","Activity_0iyipuc","Process_1pgml2g","do lab lectures","node e8f8bdbe-da7b-40b4-87a0-bff88b965f1b","do lab lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,5) (do theoretical lectures,4) (evaluate results,5) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,5) (test terminated,5)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","submit intermediate test","2022-12-14T14:09:13.284+01:00","complete","Activity_1vwi4lq","Process_1pgml2g","submit intermediate test","node f36122f4-c5d8-4229-baeb-5bd0f05c5616","submit intermediate test","0","[(,1)]","[(Course terminated,1) (do lab lectures,4) (do theoretical lectures,4) (evaluate results,5) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,5) (test terminated,5)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","test terminated","2022-12-14T14:09:14.284+01:00","complete","Event_0ygo8qn","Process_1pgml2g","test terminated","node 95365ff1-b34b-4935-956c-fd46da3e5004","test terminated","0","[(,1)]","[(Course terminated,1) (do lab lectures,4) (do theoretical lectures,4) (evaluate results,5) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,4) (test terminated,5)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","evaluate results","2022-12-14T14:09:17.549+01:00","complete","Activity_0ct8zpo","Process_1pgml2g","evaluate results","node 80d30cc1-bd75-4191-878e-561a440217da","evaluate results","0","[(,1)]","[(Course terminated,1) (do lab lectures,4) (do theoretical lectures,4) (evaluate results,5) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,4) (test terminated,4)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do theoretical lectures","2022-12-14T14:09:22.455+01:00","complete","Activity_1ijhrv3","Process_1pgml2g","do theoretical lectures","node 593592af-e89a-4ea2-b592-f55c1ee3d249","do theoretical lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,4) (do theoretical lectures,4) (evaluate results,4) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,4) (test terminated,4)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do lab lectures","2022-12-14T14:09:25.455+01:00","complete","Activity_0iyipuc","Process_1pgml2g","do lab lectures","node e8f8bdbe-da7b-40b4-87a0-bff88b965f1b","do lab lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,4) (do theoretical lectures,3) (evaluate results,4) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,4) (test terminated,4)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","submit intermediate test","2022-12-14T14:09:28.455+01:00","complete","Activity_1vwi4lq","Process_1pgml2g","submit intermediate test","node f36122f4-c5d8-4229-baeb-5bd0f05c5616","submit intermediate test","0","[(,1)]","[(Course terminated,1) (do lab lectures,3) (do theoretical lectures,3) (evaluate results,4) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,4) (test terminated,4)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","test terminated","2022-12-14T14:09:29.455+01:00","complete","Event_0ygo8qn","Process_1pgml2g","test terminated","node 95365ff1-b34b-4935-956c-fd46da3e5004","test terminated","0","[(,1)]","[(Course terminated,1) (do lab lectures,3) (do theoretical lectures,3) (evaluate results,4) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,3) (test terminated,4)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","evaluate results","2022-12-14T14:09:31.225+01:00","complete","Activity_0ct8zpo","Process_1pgml2g","evaluate results","node 80d30cc1-bd75-4191-878e-561a440217da","evaluate results","0","[(,1)]","[(Course terminated,1) (do lab lectures,3) (do theoretical lectures,3) (evaluate results,4) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,3) (test terminated,3)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do theoretical lectures","2022-12-14T14:09:37.086+01:00","complete","Activity_1ijhrv3","Process_1pgml2g","do theoretical lectures","node 593592af-e89a-4ea2-b592-f55c1ee3d249","do theoretical lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,3) (do theoretical lectures,3) (evaluate results,3) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,3) (test terminated,3)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do lab lectures","2022-12-14T14:09:40.086+01:00","complete","Activity_0iyipuc","Process_1pgml2g","do lab lectures","node e8f8bdbe-da7b-40b4-87a0-bff88b965f1b","do lab lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,3) (do theoretical lectures,2) (evaluate results,3) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,3) (test terminated,3)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","submit intermediate test","2022-12-14T14:09:43.086+01:00","complete","Activity_1vwi4lq","Process_1pgml2g","submit intermediate test","node f36122f4-c5d8-4229-baeb-5bd0f05c5616","submit intermediate test","0","[(,1)]","[(Course terminated,1) (do lab lectures,2) (do theoretical lectures,2) (evaluate results,3) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,3) (test terminated,3)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","test terminated","2022-12-14T14:09:44.086+01:00","complete","Event_0ygo8qn","Process_1pgml2g","test terminated","node 95365ff1-b34b-4935-956c-fd46da3e5004","test terminated","0","[(,1)]","[(Course terminated,1) (do lab lectures,2) (do theoretical lectures,2) (evaluate results,3) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,2) (test terminated,3)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","evaluate results","2022-12-14T14:09:47.184+01:00","complete","Activity_0ct8zpo","Process_1pgml2g","evaluate results","node 80d30cc1-bd75-4191-878e-561a440217da","evaluate results","0","[(,1)]","[(Course terminated,1) (do lab lectures,2) (do theoretical lectures,2) (evaluate results,3) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,2) (test terminated,2)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do theoretical lectures","2022-12-14T14:09:52.354+01:00","complete","Activity_1ijhrv3","Process_1pgml2g","do theoretical lectures","node 593592af-e89a-4ea2-b592-f55c1ee3d249","do theoretical lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,2) (do theoretical lectures,2) (evaluate results,2) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,2) (test terminated,2)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do lab lectures","2022-12-14T14:09:55.354+01:00","complete","Activity_0iyipuc","Process_1pgml2g","do lab lectures","node e8f8bdbe-da7b-40b4-87a0-bff88b965f1b","do lab lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,2) (do theoretical lectures,1) (evaluate results,2) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,2) (test terminated,2)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","submit intermediate test","2022-12-14T14:09:58.354+01:00","complete","Activity_1vwi4lq","Process_1pgml2g","submit intermediate test","node f36122f4-c5d8-4229-baeb-5bd0f05c5616","submit intermediate test","0","[(,1)]","[(Course terminated,1) (do lab lectures,1) (do theoretical lectures,1) (evaluate results,2) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,2) (test terminated,2)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","test terminated","2022-12-14T14:09:59.354+01:00","complete","Event_0ygo8qn","Process_1pgml2g","test terminated","node 95365ff1-b34b-4935-956c-fd46da3e5004","test terminated","0","[(,1)]","[(Course terminated,1) (do lab lectures,1) (do theoretical lectures,1) (evaluate results,2) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,1) (test terminated,2)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","evaluate results","2022-12-14T14:10:03.418+01:00","complete","Activity_0ct8zpo","Process_1pgml2g","evaluate results","node 80d30cc1-bd75-4191-878e-561a440217da","evaluate results","0","[(,1)]","[(Course terminated,1) (do lab lectures,1) (do theoretical lectures,1) (evaluate results,2) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,1) (test terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do theoretical lectures","2022-12-14T14:10:08.161+01:00","complete","Activity_1ijhrv3","Process_1pgml2g","do theoretical lectures","node 593592af-e89a-4ea2-b592-f55c1ee3d249","do theoretical lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,1) (do theoretical lectures,1) (evaluate results,1) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,1) (test terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","do lab lectures","2022-12-14T14:10:11.161+01:00","complete","Activity_0iyipuc","Process_1pgml2g","do lab lectures","node e8f8bdbe-da7b-40b4-87a0-bff88b965f1b","do lab lectures","0","[(,1)]","[(Course terminated,1) (do lab lectures,1) (evaluate results,1) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,1) (test terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","submit intermediate test","2022-12-14T14:10:14.161+01:00","complete","Activity_1vwi4lq","Process_1pgml2g","submit intermediate test","node f36122f4-c5d8-4229-baeb-5bd0f05c5616","submit intermediate test","0","[(,1)]","[(Course terminated,1) (evaluate results,1) (feedback received,1) (final evaluation,1) (gather feedback,1) (submit intermediate test,1) (test terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","test terminated","2022-12-14T14:10:15.161+01:00","complete","Event_0ygo8qn","Process_1pgml2g","test terminated","node 95365ff1-b34b-4935-956c-fd46da3e5004","test terminated","0","[(,1)]","[(Course terminated,1) (evaluate results,1) (feedback received,1) (final evaluation,1) (gather feedback,1) (test terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","evaluate results","2022-12-14T14:10:18.529+01:00","complete","Activity_0ct8zpo","Process_1pgml2g","evaluate results","node 5f7172e5-14ca-4069-9438-74e4b2f3cd69","evaluate results","0","[(,1)]","[(Course terminated,1) (evaluate results,1) (feedback received,1) (final evaluation,1) (gather feedback,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","null","null","null","null","null","","node 880d8e69-7264-45ba-ace2-2ff42dbbc0c4","null","0","[(,1)]","[(Course terminated,1) (feedback received,1) (final evaluation,1) (gather feedback,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","gather feedback","2022-12-14T14:10:20.529+01:00","complete","Activity_17wsdag","Process_1pgml2g","gather feedback","node 38936551-a239-435e-8110-580f5b28016a","gather feedback","0","[(,1) (,1)]","[(Course terminated,1) (feedback received,1) (final evaluation,1) (gather feedback,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","feedback received","2022-12-14T14:10:23.529+01:00","complete","Event_1dztnn3","Process_1pgml2g","feedback received","node cc6110a5-9ec5-4bb3-8fd5-aeaa4ca45412","feedback received","0","[(,1) (,1)]","[(Course terminated,1) (feedback received,1) (final evaluation,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","final evaluation","2022-12-14T14:11:08.153+01:00","complete","Activity_0n6kkq5","Process_1pgml2g","final evaluation","node 3b3c43bc-9638-4711-8d59-dae4aa4bfbc3","final evaluation","0","[(,1) (,1)]","[(Course terminated,1) (final evaluation,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","null","null","null","null","null","","node 24fd53d7-d532-40df-bf0c-8ce1cf2e1c11","null","0","[(,1) (,1)]","[(Course terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","28","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","Course terminated","2022-12-14T14:11:08.153+01:00","complete","Event_0dk9w1l","Process_1pgml2g","course terminated","node 01716397-7257-4d4c-93b8-961b5b4fed1c","Course terminated","0","[(,1)]","[(Course terminated,1)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","9","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","teaching activity assigned","2022-12-05T13:00:55.726+01:00","complete","StartEvent_0ckyvch","Process_1pgml2g","Teaching activity assigned","node af70ebfc-36a6-4eac-bffa-381100678771","teaching activity assigned","0","[(start,1)]","[(Course terminated,1) (Define UDA,1) (Deliver UDA,1) (define program,1) (do lab lectures,13) (do pilot lecture,1) (do theoretical lectures,13) (evaluate results,13) (feedback received,1) (final evaluation,1) (gather feedback,1) (lectures start,1) (prepare evaluation,1) (prepare lab lectures,1) (prepare slides,1) (submit intermediate test,13) (teaching activity assigned,1) (test terminated,13)]","null",
"Filtered log","standard","com.qbpsimulator","32.948180000000015","516.38","0.9960655737704918","Alignments of Filtered log on Unlabeled net","1.0","18.0","3.32","516.38","0.24","0.9972093023255814","0.40608000000000005","0.9972093023255814","59.13999999999999","46.72","9","MXML.EnactmentLog","0.0","16.838","312.0","1.0","1.0","0.438","1.0","78.0","1.0","37.0","2.0","312.0","define program","2022-12-05T13:01:01.474+01:00","complete","Activity_0dp1dgh","Process_1pgml2g","define program","node e7ae441a-47ba-4ccf-98e9-aeb4d8e1ee67","define program","0","[(,1)]","[(Course terminated,1) (Define UDA,1) (Deliver UDA,1) (define program,1) (do lab lectures,13) (do pilot lecture,1) (do theoretical lectures,13) (evaluate results,13) (feedback received,1) (final evaluation,1) (gather feedback,1) (lectures start,1) (prepare evaluation,1) (prepare lab lectures,1) (prepare slides,1) (submit intermediate test,13) (test terminated,13)]","null",
